Date : 2026-03-14 02:36:56
Directory : c:\Users\leon\source\repos\CMLeonOS\CMLeonOS
Total : 238 files,  61341 codes, 4930 comments, 7294 blanks, all 73565 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\ShellComponents\StartMenu.cs                                      | C#         |        227 |         17 |         53 |        297 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\ShellComponents\Taskbar.cs                                        | C#         |        120 |         15 |         25 |        160 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\SmoothMono\FontData.cs                                            | C#         |        421 |         15 |        129 |        565 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\SmoothMono\TextRenderer.cs                                        | C#         |         57 |         15 |          9 |         81 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\Sound\SoundService.cs                                             | C#         |         94 |         16 |         18 |        128 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\Sound\SystemSound.cs                                              | C#         |          9 |         15 |          2 |         26 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\Alignment.cs                                                | C#         |          9 |         15 |          2 |         26 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\Animations\Animation.cs                                     | C#         |         43 |         46 |         12 |        101 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\Animations\Easing.cs                                        | C#         |         34 |         34 |          4 |         72 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\Animations\EasingDirection.cs                               | C#         |          9 |         27 |          4 |         40 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\Animations\EasingType.cs                                    | C#         |          8 |         24 |          3 |         35 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\Animations\MovementAnimation.cs                             | C#         |         46 |         29 |          6 |         81 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\AppWindow.cs                                                | C#         |        196 |         20 |         44 |        260 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\Button.cs                                                   | C#         |        121 |         15 |         14 |        150 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\Calendar.cs                                                 | C#         |        176 |         17 |         28 |        221 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\CheckBox.cs                                                 | C#         |        100 |         15 |         16 |        131 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\Control.cs                                                  | C#         |         12 |         15 |          4 |         31 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\Extensions.cs                                               | C#         |         15 |         15 |          4 |         34 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\FileBrowser.cs                                              | C#         |        272 |         15 |         43 |        330 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\ImageBlock.cs                                               | C#         |         55 |         15 |          8 |         78 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\MessageBox.cs                                               | C#         |         45 |         15 |         15 |         75 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\PromptBox.cs                                                | C#         |         47 |         15 |         15 |         77 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\RangeSlider.cs                                              | C#         |        166 |         18 |         28 |        212 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\ShortcutBar.cs                                              | C#         |         81 |         15 |         14 |        110 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\ShortcutBarCell.cs                                          | C#         |         14 |         15 |          5 |         34 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\Switch.cs                                                   | C#         |         95 |         19 |         21 |        135 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\Table.cs                                                    | C#         |        335 |         28 |         47 |        410 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\TableCell.cs                                                | C#         |         33 |         15 |         11 |         59 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\TextBlock.cs                                                | C#         |        112 |         15 |         14 |        141 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\UILib\TextBox.cs                                                  | C#         |        327 |         19 |         67 |        413 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\Window.cs                                                         | C#         |        463 |         51 |         66 |        580 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Gui\WindowManager.cs                                                  | C#         |        344 |         35 |         82 |        461 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\Branswe.cs                                                | C#         |        482 |         43 |         54 |        579 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\ByteString.cs                                      | C#         |         41 |         15 |          8 |         64 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\Coder.cs                                           | C#         |      1,101 |         41 |        157 |      1,299 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\Common.cs                                          | C#         |         99 |         18 |         27 |        144 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\Do.cs                                              | C#         |        269 |         40 |         50 |        359 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\Dump.cs                                            | C#         |        187 |         15 |         33 |        235 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LLex.cs                                            | C#         |        627 |         55 |         93 |        775 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaAPI.cs                                          | C#         |      1,335 |         79 |        241 |      1,655 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaAuxLib.cs                                       | C#         |        643 |         36 |         92 |        771 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaBaseLib.cs                                      | C#         |        406 |         24 |         43 |        473 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaBitLib.cs                                       | C#         |        179 |         15 |         27 |        221 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaCoroLib.cs                                      | C#         |        137 |         15 |         16 |        168 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaDebug.cs                                        | C#         |        443 |         34 |         55 |        532 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaDebugLib.cs                                     | C#         |         20 |         15 |          6 |         41 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaEncLib.cs                                       | C#         |         51 |         15 |         14 |         80 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaFile.cs                                         | C#         |        115 |         17 |         19 |        151 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaFunc.cs                                         | C#         |         69 |         21 |         20 |        110 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaIOLib.cs                                        | C#         |         70 |         27 |         19 |        116 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaJsonLib.cs                                      | C#         |        461 |         15 |         66 |        542 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaMathLib.cs                                      | C#         |        285 |         25 |         49 |        359 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaObject.cs                                       | C#         |        367 |         16 |         52 |        435 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaOsLib.cs                                        | C#         |        316 |         15 |         50 |        381 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaPkgLib.cs                                       | C#         |        256 |         72 |         47 |        375 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaState.cs                                        | C#         |        250 |         21 |         51 |        322 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaStrLib.cs                                       | C#         |        869 |         23 |         61 |        953 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaTable.cs                                        | C#         |        465 |         52 |         80 |        597 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\LuaTableLib.cs                                     | C#         |        250 |         23 |         24 |        297 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\OpCodes.cs                                         | C#         |        131 |         22 |         27 |        180 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\Parser.cs                                          | C#         |      1,588 |        154 |        219 |      1,961 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\TagMethod.cs                                       | C#         |         91 |         17 |         10 |        118 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\ULDebug.cs                                         | C#         |         13 |         17 |          6 |         36 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\Undump.cs                                          | C#         |        321 |         21 |         51 |        393 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\Util.cs                                            | C#         |        192 |         23 |         40 |        255 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\VM.cs                                              | C#         |      1,038 |         73 |        162 |      1,273 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Kernel.cs                                                             | C#         |        414 |         91 |         78 |        583 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\LICENSE.md                                                            | Markdown   |        485 |          0 |        110 |        595 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Logger\Log.cs                                                         | C#         |         31 |         15 |          8 |         54 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Logger\LogEntry.cs                                                    | C#         |         49 |         15 |          8 |         72 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Logger\LogLevel.cs                                                    | C#         |         11 |         15 |          2 |         28 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Logger\Logger.cs                                                      | C#         |         95 |         15 |         20 |        130 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\LuaApps.cs                                                            | C#         |         13 |         15 |          4 |         32 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\LuaApps\Hello.lua                                                     | Lua        |          4 |          0 |          4 |          8 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\LuaApps\calculator.lua                                                | Lua        |         87 |          0 |         11 |         98 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\LuaApps\helloworld.lua                                                | Lua        |          3 |          0 |          0 |          3 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\LuaApps\testspeed.lua                                                 | Lua        |          6 |          1 |          0 |          7 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Power.cs                                                              | C#         |         22 |         15 |          4 |         41 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\README.md                                                             | Markdown   |          2 |          0 |          0 |          2 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Settings\Settings.cs                                                  | C#         |        307 |         15 |         31 |        353 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\CommandList.cs                                                  | C#         |        235 |         15 |          2 |        252 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Editor\EditCommand.cs                                  | C#         |         24 |         15 |          4 |         43 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Editor\NanoCommand.cs                                  | C#         |         24 |         15 |          4 |         43 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Environment\EnvCommand.cs                              | C#         |        175 |         15 |         11 |        201 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\ExportBackgroundCommand.cs                             | C#         |         30 |         15 |          5 |         50 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\CatCommand.cs                               | C#         |         18 |         15 |          3 |         36 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\CdCommand.cs                                | C#         |         10 |         15 |          2 |         27 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\CopyCommand.cs                              | C#         |         40 |         15 |          7 |         62 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\DiskInfoCommand.cs                          | C#         |         28 |         15 |          6 |         49 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\FindCommand.cs                              | C#         |         37 |         15 |          6 |         58 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\HeadCommand.cs                              | C#         |         46 |         15 |          9 |         70 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\LsCommand.cs                                | C#         |         10 |         15 |          2 |         27 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\MkdirCommand.cs                             | C#         |         20 |         15 |          3 |         38 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\MoveCommand.cs                              | C#         |         41 |         15 |          8 |         64 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\PwdCommand.cs                               | C#         |         11 |         15 |          3 |         29 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\RenameCommand.cs                            | C#         |         48 |         15 |         10 |         73 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\RmCommand.cs                                | C#         |         60 |         15 |          7 |         82 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\RmdirCommand.cs                             | C#         |         27 |         15 |          4 |         46 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\TailCommand.cs                              | C#         |         47 |         15 |          9 |         71 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\TouchCommand.cs                             | C#         |         25 |         15 |          4 |         44 |
