"filename", "language", "C#", "Lua", "XML", "Markdown", "comment", "blank", "total"
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\Util.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Interpreter\UniLua\VM.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Kernel.cs", "C#", 23, 0, 0, 0, 4, 4, 31
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\LICENSE.md", "Markdown", 0, 0, 0, 485, 0, 110, 595
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\LISENCE.md", "Markdown", 0, 0, 0, -485, 0, -110, -595
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Logger\Log.cs", "C#", 31, 0, 0, 0, 15, 8, 54
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Logger\LogEntry.cs", "C#", 8, 0, 0, 0, 15, 3, 26
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Logger\LogLevel.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Logger\Logger.cs", "C#", 1, 0, 0, 0, 15, 2, 18
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\LuaApps.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\LuaApps\Hello.lua", "Lua", 0, 4, 0, 0, 0, 4, 8
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Power.cs", "C#", 22, 0, 0, 0, 15, 4, 41
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Settings\Settings.cs", "C#", 147, 0, 0, 0, 15, 13, 175
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\CommandList.cs", "C#", 3, 0, 0, 0, 15, 1, 19
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Editor\EditCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Editor\NanoCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Environment\EnvCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\ExportBackgroundCommand.cs", "C#", 30, 0, 0, 0, 15, 5, 50
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\CatCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\CdCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\CopyCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\DiskInfoCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\FindCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\HeadCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\LsCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\MkdirCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\MoveCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\PwdCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\RenameCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\RmCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\RmdirCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\TailCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\TouchCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\TreeCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\FileSystem\WordCountCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Help\Help.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Info\About.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Info\Version.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\LabyrinthCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Power\RestartCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Power\ShutdownCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Script\BransweCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Script\ClaCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Script\ComCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Script\Lua2ClaCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Script\LuaCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\System\ClearCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\System\DateCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\System\EchoCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\System\KillCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\System\PsCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\System\SettingsCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\System\TimeCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\System\UptimeCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\System\WhoamiCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\TestGuiCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\TestTUICommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\User\CpassCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\User\HostnameCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\User\UserCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\AliasCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\AppManagerCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\BackgroundCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\Base64Command.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\BeepCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\CalcCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\CalcGuiCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\CalendarCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\HexCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\HexEditor.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\HistoryCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\MatrixCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\PromptCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\SnakeCommand.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Shell.cs", "C#", 4, 0, 0, 0, 15, 2, 21
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\UsageGenerator.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\System\FileSystem.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\System\MemService.cs", "C#", 23, 0, 0, 0, 15, 4, 42
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\System\Process.cs", "C#", 0, 0, 0, 0, 15, 1, 16
